Num_children,Income,Wines,Fruits,Meat,Fish,Sweets,Gold,Total,labels
1,45503,97,4,44,6,1,18,170,0
0,6560,67,11,26,4,3,262,373,0
0,71604,345,53,528,98,75,97,1196,2
1,27244,6,5,17,3,24,46,101,0
2,48752,73,57,100,71,15,0,316,0
1,71434,711,36,217,172,96,168,1400,2
0,90842,774,70,118,182,187,93,1424,2
1,88097,163,0,480,0,126,75,844,1
1,51948,82,33,54,71,30,41,311,0
0,71853,358,108,413,141,97,32,1149,2
0,35876,66,2,40,4,3,14,129,0
1,40049,13,6,7,0,3,3,32,0
1,39660,139,13,78,20,13,36,299,0
1,50127,274,0,21,4,6,15,320,0
1,43263,262,6,61,0,10,102,441,0
2,62845,1099,0,45,0,0,34,1178,1
0,18929,32,0,8,23,4,18,85,0
1,24367,2,4,2,0,11,5,24,0
1,33249,6,10,21,19,14,42,112,0
1,26887,6,7,4,3,4,6,30,0
0,50150,135,46,92,65,61,11,410,1
1,62061,641,7,84,0,30,38,800,1
0,85696,714,76,395,116,0,12,1313,2
0,76542,794,73,573,0,29,14,1483,2
0,70515,420,0,452,182,64,140,1258,2
1,18227,1,2,7,4,3,11,28,0
1,69139,86,12,75,33,15,6,227,0
0,69109,823,25,459,124,29,95,1555,2
1,69627,231,161,215,171,30,53,861,2
1,38136,8,15,27,0,20,33,103,0
0,62159,182,17,259,77,70,29,634,1
0,80695,557,129,984,193,37,18,1918,2
2,33316,79,1,31,4,4,12,131,0
2,58554,368,24,68,38,0,88,586,1
1,17256,6,4,14,8,8,22,62,0
2,53034,160,15,196,15,11,50,447,0
0,52203,488,21,238,56,108,28,939,1
1,59601,691,7,69,0,7,23,797,1
1,75154,543,10,205,160,143,82,1143,2
1,47025,254,7,108,20,0,26,415,0
1,37971,5,4,10,2,2,7,30,0
1,41335,112,19,21,16,14,5,187,0
1,67267,134,11,59,15,2,30,251,0
1,57338,143,6,52,11,8,17,237,0
2,50523,51,4,24,4,7,1,91,0
3,35791,27,0,5,0,0,3,35,0
1,50611,459,0,24,6,0,4,493,0
1,56242,689,8,167,11,8,88,971,1
1,48904,283,10,38,0,13,27,371,0
3,56243,347,0,35,4,3,7,396,0
1,21355,5,13,14,0,5,31,68,0
1,57420,280,0,18,0,0,24,322,0
1,46390,95,14,64,2,9,38,222,0
2,54342,84,10,34,11,10,28,177,0
1,20895,18,3,17,3,0,4,45,0
0,92344,992,24,694,51,19,119,1899,2
2,26907,9,1,7,0,3,2,22,0
2,44964,19,1,17,2,0,2,41,0
0,75507,709,93,374,104,80,80,1440,2
2,53761,158,0,76,13,7,71,325,0
1,22682,10,14,29,4,2,36,95,0
1,38887,25,1,13,0,0,3,42,0
2,41658,8,4,12,15,4,29,72,0
1,29791,14,0,6,0,0,0,20,0
2,63915,622,7,115,30,0,15,789,1
2,39996,11,0,3,0,0,1,15,0
1,26759,25,3,16,8,5,2,59,0
1,63841,635,15,100,20,7,131,908,1
2,51039,100,64,79,65,0,109,417,0
2,60544,201,2,43,3,5,35,289,0
1,65685,642,14,49,0,7,57,769,1
1,37716,97,1,41,6,2,41,188,0
1,36864,204,5,39,17,0,89,354,0
1,44511,513,7,133,46,14,14,727,1
2,36947,88,3,21,4,1,29,146,0
1,47352,172,12,112,8,0,15,319,0
1,67087,329,35,222,130,35,43,794,1
1,57045,296,13,104,11,13,17,454,0
2,36957,100,2,16,2,1,31,152,0
1,69389,422,7,238,69,46,15,797,1
1,80134,1218,16,272,104,0,80,1690,2
2,43142,5,1,7,2,1,4,20,0
0,80589,507,93,520,242,40,26,1428,2
1,34412,52,12,50,4,36,55,209,0
1,57537,191,56,139,51,8,100,545,1
0,22634,2,23,11,8,6,46,96,0
0,51315,68,28,39,16,30,41,222,0
3,36026,20,4,10,6,4,17,61,0
2,24639,20,3,16,0,4,1,44,0
3,34578,7,0,1,0,0,0,8,0
0,65704,279,172,74,38,8,246,817,2
1,63810,977,12,253,16,12,101,1371,1
1,54132,30,1,8,0,0,3,42,0
0,18690,6,1,7,23,4,19,60,0
1,28164,3,18,26,11,8,12,78,0
1,34596,14,0,2,0,0,7,23,0
1,43269,10,1,7,0,0,1,19,0
2,38741,7,10,17,8,6,13,61,0
0,31907,33,87,64,175,16,74,449,2
1,27100,12,0,13,2,0,10,37,0
1,31163,2,3,10,11,2,10,38,0
0,92533,693,21,118,110,147,42,1131,2
2,34853,9,3,15,2,3,2,34,0
2,70844,129,26,67,3,67,2,294,0
2,31086,16,2,11,3,0,16,48,0
2,60544,201,2,43,3,5,35,289,0
0,20491,5,4,5,4,2,10,30,0
0,42523,14,36,11,3,26,35,125,0
1,39922,29,12,59,19,1,36,156,0
2,33402,26,2,19,10,5,8,70,0
2,36408,9,1,4,3,2,3,22,0
1,21645,14,0,23,4,5,19,65,0
0,78427,972,19,595,180,26,138,1930,2
0,82657,966,168,672,246,105,126,2283,2
0,51876,99,27,102,28,48,6,310,0
0,78041,482,35,553,72,160,17,1319,2
1,52852,714,8,99,11,0,47,879,1
0,70038,587,54,348,71,54,130,1244,2
1,69401,399,27,159,58,8,39,690,1
1,46053,56,10,92,19,7,25,209,0
0,77343,227,151,573,98,54,31,1134,2
0,73892,703,102,601,0,58,43,1507,2
1,40304,37,0,17,0,0,3,57,0
0,32727,167,13,180,86,13,70,529,1
0,68695,458,81,356,106,50,40,1091,2
1,43300,91,3,52,2,1,31,180,0
2,26290,15,8,16,11,5,22,77,0
0,93790,1302,68,731,89,114,45,2349,2
0,38410,153,64,123,116,64,14,534,1
1,64866,508,5,21,7,5,10,556,1
1,57957,290,59,177,77,5,29,637,1
2,46015,38,0,2,0,0,6,46,0
1,16531,2,13,6,7,5,11,44,0
1,28072,30,0,10,2,0,5,47,0
1,49476,386,23,95,54,41,196,795,1
1,50725,443,10,75,0,10,48,586,1
0,83844,901,31,345,75,31,191,1574,2
2,41145,9,0,3,0,0,1,13,0
1,67419,846,84,352,91,56,42,1471,2
2,23162,8,3,9,19,4,22,65,0
1,34380,72,7,58,13,1,24,175,0
1,34704,29,0,5,0,1,5,40,0
2,94871,169,24,553,188,0,144,1078,1
1,65148,460,35,422,33,12,153,1115,1
1,39898,69,8,26,12,7,12,134,0
0,64857,556,14,717,210,0,43,1540,2
1,59892,73,0,13,0,1,0,87,0
0,41020,112,1,54,7,7,36,217,0
1,57072,944,0,60,0,0,30,1034,1
1,60474,265,199,303,234,9,170,1180,2
1,62807,526,28,135,10,21,99,819,1
1,19414,2,3,12,3,5,7,32,0
1,19107,2,4,9,10,5,16,46,0
1,75484,378,97,259,197,194,34,1159,2
1,70379,553,25,142,65,67,8,860,1
0,79419,751,127,687,20,15,31,1631,2
3,64014,406,0,30,0,0,8,444,0
1,76998,1449,89,161,69,35,107,1910,2
1,49854,123,17,171,39,0,30,380,0
2,60585,267,42,309,55,42,21,736,1
2,42873,209,0,40,3,2,15,269,0
0,87679,1259,172,815,97,148,33,2524,2
1,57867,344,35,178,15,23,17,612,1
1,35765,22,3,30,0,5,15,75,0
0,65492,247,161,295,210,85,47,1045,2
1,32952,38,0,12,3,1,1,55,0
1,53374,896,10,101,13,10,34,1064,1
1,71706,931,56,253,91,98,14,1443,2
0,68487,758,12,385,33,89,89,1366,2
2,53253,216,9,57,20,9,125,436,0
1,31163,2,3,10,11,2,10,38,0
1,42014,244,15,108,4,15,50,436,0
2,54108,539,6,91,8,6,97,747,1
0,49667,1181,26,120,17,13,39,1396,1
0,63206,750,8,125,11,8,26,928,1
2,57136,306,5,109,21,109,92,642,1
1,46772,350,104,189,197,151,57,1048,2
0,78931,331,197,170,58,152,35,943,2
1,53977,620,16,165,0,24,82,907,1
0,84219,434,137,400,45,137,45,1198,2
2,46098,57,0,27,0,0,36,120,0
1,73538,811,76,428,99,137,107,1658,2
0,79529,423,42,706,73,197,197,1638,2
0,20981,2,12,10,6,13,30,73,0
1,51766,60,51,87,6,20,51,275,0
1,55759,675,0,85,10,7,77,854,1
1,33039,30,8,12,8,8,12,78,0
1,37787,40,1,40,4,3,18,106,0
1,27242,3,17,26,20,1,39,106,0
0,87188,910,111,724,49,74,55,1923,2
0,69930,252,98,827,219,70,196,1662,2
1,37697,34,6,21,11,4,8,84,0
1,37401,19,3,19,3,1,3,48,0
1,3502,2,1,1,0,0,1,5,0
2,58597,490,0,184,10,28,21,733,1
0,82032,332,194,377,149,125,57,1234,2
2,28087,53,8,17,13,0,21,112,0
0,74004,784,48,560,42,176,48,1658,2
1,19740,7,11,3,10,4,20,55,0
1,57036,1171,43,219,19,14,47,1513,1
2,53083,215,7,33,3,0,13,271,0
1,69283,674,62,134,0,26,8,904,1
2,46098,57,0,27,0,0,36,120,0
1,23331,5,36,7,0,10,45,103,0
1,23331,104,20,101,24,15,5,269,0
1,9255,9,0,7,2,0,4,22,0
0,67786,431,82,441,80,20,102,1156,2
1,71969,1000,0,76,0,0,10,1086,1
1,59235,448,40,469,80,0,91,1128,1
1,31928,33,4,24,4,2,5,72,0
2,74881,505,72,270,36,27,54,964,1
0,65819,267,38,701,149,165,63,1383,2
3,51411,14,0,3,0,0,1,18,0
1,51983,631,0,115,10,7,30,793,1
1,42386,65,4,16,0,4,11,100,0
0,30390,10,12,12,25,1,20,80,0
0,30983,51,4,50,12,1,49,167,0
1,66033,293,35,179,46,59,65,677,1
2,37284,11,1,2,2,1,6,23,0
1,57530,50,1,27,6,7,1,92,0
0,76800,173,26,255,35,71,81,641,1
1,63943,423,184,368,13,97,21,1106,2
0,76081,292,30,415,63,33,200,1033,1
1,67445,757,80,217,29,80,11,1174,1
2,37054,12,1,6,0,1,5,25,0
2,47175,167,2,44,6,2,19,240,0
1,31859,3,1,3,8,0,5,20,0
3,27215,30,5,22,8,9,28,102,0
1,70179,532,88,168,69,44,133,1034,1
1,39922,29,12,59,19,1,36,156,0
2,49681,411,0,26,0,0,21,458,0
1,24645,5,3,4,4,1,0,17,0
1,79865,71,99,278,185,121,38,792,2
1,44322,46,0,40,3,0,3,92,0
1,47958,268,11,88,15,3,22,407,0
1,63972,928,63,254,0,12,12,1269,1
1,75315,459,15,171,142,23,31,841,1
2,55517,483,0,108,0,6,36,633,1
3,75283,733,9,180,12,19,66,1019,1
0,82800,1006,22,115,59,68,45,1315,2
2,38998,34,1,14,0,0,5,54,0
0,90638,1156,120,915,94,144,96,2525,2
1,27161,7,4,23,7,0,11,52,0
1,42014,244,15,108,4,15,50,436,0
1,38201,233,0,23,0,0,12,268,0
2,45203,35,3,67,10,8,24,147,0
0,81574,1252,0,465,46,35,0,1798,2
0,34935,34,4,66,3,10,20,137,0
1,60482,255,43,134,37,14,24,507,1
3,34633,8,1,5,0,0,1,15,0
0,78093,368,32,639,13,43,10,1105,1
0,82460,255,47,573,52,32,15,974,1
1,45903,33,8,10,2,10,3,66,0
0,81361,163,23,424,27,65,76,778,1
2,35860,15,0,8,4,2,20,49,0
2,40442,45,12,52,25,22,13,169,0
0,61482,48,58,68,16,66,43,299,1
1,34968,158,6,45,8,2,2,221,0
0,75794,754,160,625,63,32,48,1682,2
1,31497,108,1,28,13,1,4,155,0
0,74268,199,66,315,97,174,41,892,2
1,13724,2,7,5,2,15,27,58,0
1,45143,202,5,74,11,5,14,311,0
1,52569,85,0,3,0,0,7,95,0
1,48432,322,3,50,4,3,42,424,0
2,17144,18,2,19,0,2,6,47,0
1,36108,141,8,129,3,11,47,339,0
1,76445,739,107,309,140,80,35,1410,2
1,36663,18,0,6,3,3,5,35,0
1,53843,378,0,88,19,4,73,562,1
0,90226,1083,108,649,253,151,108,2352,2
0,70638,1016,12,215,16,12,63,1334,1
2,44512,23,1,6,0,0,2,32,0
2,27116,12,1,21,2,2,3,41,0
2,54072,35,0,4,0,0,0,39,0
1,71855,548,31,422,0,112,28,1141,1
1,51250,342,32,230,34,32,40,710,1
1,60432,365,3,15,4,3,11,401,0
1,65526,397,19,69,12,0,9,506,1
0,68655,456,19,832,75,118,38,1538,2
0,12393,5,6,15,11,7,13,57,0
0,64509,836,185,575,24,25,77,1722,2
1,33955,100,2,128,23,7,10,270,0
2,31353,10,0,10,3,1,7,31,0
1,55434,238,115,215,169,69,76,882,2
1,28359,6,0,5,2,1,2,16,0
1,57100,158,11,99,15,11,17,311,0
1,69139,86,12,75,33,15,6,227,0
1,52973,856,0,76,12,9,199,1152,1
1,51717,98,1,17,0,1,5,122,0
1,18793,4,16,20,0,17,20,77,0
0,66664,398,96,447,220,96,32,1289,2
2,50664,313,8,104,6,4,126,561,1
2,54414,109,18,16,24,26,18,211,0
1,54549,216,2,6,0,0,9,233,0
1,47111,595,71,153,120,112,41,1092,2
0,41003,123,133,142,71,44,88,601,2
1,19444,16,0,23,3,2,10,54,0
1,36301,11,12,35,3,5,12,78,0
1,73059,410,112,420,0,82,71,1095,1
1,42731,159,2,51,6,2,24,244,0
2,52854,105,0,10,0,1,0,116,0
1,22775,5,1,8,0,0,1,15,0
2,46681,269,15,69,15,19,38,425,0
1,59821,629,0,70,0,0,35,734,1
1,50002,443,5,71,21,16,82,638,1
0,69755,217,77,373,111,23,93,894,2
2,44078,24,1,10,2,0,4,41,0
1,30560,9,1,5,4,5,7,31,0
2,35924,8,0,14,2,3,7,34,0
2,64140,1459,0,61,0,15,215,1750,1
2,56386,230,48,214,13,32,75,612,1
1,24594,1,3,6,10,0,9,29,0
1,75774,340,21,134,258,14,56,823,2
0,39228,7,1,6,0,3,3,20,0
1,58494,298,7,68,4,0,19,396,0
0,58684,479,35,179,28,7,85,813,1
0,57136,267,140,599,34,12,127,1179,2
2,56551,67,4,32,17,2,16,138,0
1,22448,3,1,8,23,2,18,55,0
0,82014,980,37,265,35,163,31,1511,2
2,34213,50,4,28,6,3,26,117,0
1,25358,19,0,5,0,0,8,32,0
1,35544,30,5,23,4,1,4,67,0
1,36634,213,9,76,4,3,30,335,0
1,62670,539,30,92,80,46,38,825,1
1,50334,284,16,160,84,16,134,694,1
0,72066,1003,34,536,134,51,34,1792,2
2,50729,239,13,143,45,4,52,496,0
2,34916,51,23,82,33,0,42,231,0
1,64892,527,24,230,32,24,65,902,1
2,43602,19,5,12,10,3,19,68,0
0,33996,40,2,15,8,0,6,71,0
1,41473,21,8,20,15,3,9,76,0
2,63246,593,30,91,29,22,7,772,1
2,36732,21,5,3,10,1,7,47,0
1,69084,1181,107,199,39,30,30,1586,2
1,77766,1004,59,265,115,59,27,1529,2
0,37929,202,2,46,3,2,10,265,0
0,86610,446,107,768,33,196,53,1603,2
0,80141,1184,102,673,52,40,40,2091,2
0,72635,390,22,323,104,35,107,981,2
1,69016,726,53,363,123,107,161,1533,2
0,20193,8,8,22,24,11,9,82,0
1,27573,50,15,110,39,15,15,244,0
1,15862,1,1,4,11,9,10,36,0
1,49544,308,0,73,0,0,23,404,0
1,33228,22,2,31,7,4,5,71,0
0,70440,690,117,499,76,102,88,1572,2
2,38232,43,5,28,7,6,33,122,0
2,22554,27,0,10,0,0,4,41,0
1,23536,6,0,3,0,0,1,10,0
1,49413,205,7,41,3,2,46,304,0
2,42231,24,0,8,0,1,4,37,0
0,78789,667,50,850,21,83,83,1754,2
1,56534,691,7,61,10,0,46,815,1
1,58350,493,26,206,116,80,80,1001,1
0,81217,493,70,324,146,40,84,1157,2
1,49090,494,5,82,7,0,100,688,1
0,61787,621,73,414,78,48,85,1319,2
1,18169,9,0,5,0,0,7,21,0
1,24336,1,6,2,8,2,12,31,0
0,18222,12,4,19,12,6,14,67,0
1,62335,243,131,217,85,6,26,708,1
2,42033,11,1,4,2,0,7,25,0
0,86580,532,21,127,26,20,20,746,1
2,41437,29,0,2,0,0,1,32,0
2,73705,612,91,520,258,107,107,1695,2
1,61064,387,126,342,0,45,180,1080,1
2,38452,56,0,14,0,0,2,72,0
1,18358,6,8,19,16,4,4,57,0
1,55012,582,0,65,0,0,13,660,1
1,9722,6,17,16,6,16,42,103,0
1,38175,70,6,69,2,3,3,153,0
1,58656,962,12,194,16,24,12,1220,1
1,52117,112,10,107,30,0,20,279,0
1,64813,293,0,124,179,97,52,745,1
1,54222,199,12,31,3,12,7,264,0
0,83512,1060,61,835,80,20,101,2157,2
1,77520,940,44,396,0,88,58,1526,1
1,41154,44,2,11,2,3,7,69,0
0,80398,342,51,936,207,35,26,1597,2
1,18746,2,10,11,12,9,20,64,0
1,35196,75,12,141,43,39,187,497,1
1,60230,520,20,367,39,81,40,1067,1
2,22108,5,3,9,6,2,6,31,0
2,44392,87,5,71,7,12,29,211,0
1,55424,462,61,184,10,53,107,877,1
1,17688,2,2,1,3,1,2,11,0
0,92491,979,44,935,29,25,22,2034,2
0,90273,704,129,853,120,74,111,1991,2
0,82571,861,31,558,62,95,79,1686,2
1,38513,172,3,115,16,0,18,324,0
1,16653,5,7,31,15,4,7,69,0
2,42586,194,2,56,0,0,0,252,0
1,23529,9,7,13,3,2,20,54,0
2,74881,505,72,270,36,27,54,964,1
1,71107,533,10,217,198,174,195,1327,2
2,46910,48,0,14,0,0,6,68,0
0,18690,6,1,7,23,4,19,60,0
2,37244,18,2,10,0,0,25,55,0
0,82427,482,147,509,104,107,107,1456,2
1,75342,204,97,97,21,118,26,563,1
1,70044,1073,0,250,153,14,14,1504,2
2,79146,245,16,223,21,43,16,564,1
0,77437,560,21,442,29,44,29,1125,1
1,54984,173,13,131,32,3,6,358,0
1,42403,22,1,11,0,5,3,42,0
1,55761,136,1,12,0,3,32,184,0
1,37292,275,0,86,10,23,66,460,0
0,45576,56,19,29,2,14,25,145,0
0,70321,303,23,751,82,26,191,1376,2
1,58086,708,7,62,0,0,15,792,1
0,81795,324,132,693,27,118,88,1382,2
0,28389,1,5,3,7,4,8,28,0
0,66835,620,26,195,34,17,141,1033,1
1,69901,312,21,206,102,92,149,882,1
0,80360,1493,86,454,112,43,43,2231,2
1,63342,918,21,118,13,10,21,1101,1
1,44989,98,0,106,49,10,106,369,0
1,31859,3,4,7,15,8,11,48,0
1,51569,380,0,47,6,0,34,467,0
2,30372,15,0,12,7,3,7,44,0
2,16014,3,9,4,7,8,7,38,0
2,41120,24,2,23,0,8,24,81,0
1,39763,80,1,60,4,6,16,167,0
2,38725,31,0,6,2,1,5,45,0
1,77981,138,120,204,16,126,60,664,1
1,62905,166,75,96,119,107,59,622,1
1,13533,12,3,8,8,0,17,48,0
1,59481,178,3,85,71,66,58,461,1
1,72117,707,20,171,65,60,50,1073,1
1,21955,5,1,7,17,14,11,55,0
1,67131,465,71,250,93,35,62,976,1
1,36802,16,1,2,0,0,1,20,0
0,71853,358,108,413,141,97,32,1149,2
0,28249,1,9,7,2,14,10,43,0
1,47808,123,1,26,2,0,72,224,0
1,25509,40,3,30,10,7,11,101,0
0,51012,102,9,63,2,9,24,209,0
0,70596,347,44,534,17,0,26,968,1
0,85431,376,53,462,168,53,53,1165,2
1,42664,21,0,3,0,0,0,24,0
2,42586,194,2,56,0,0,0,252,0
1,29760,64,4,68,7,5,17,165,0
0,28973,206,0,46,3,2,12,269,0
1,39435,71,0,18,0,0,13,102,0
0,65370,71,22,112,138,89,29,461,1
1,20194,0,4,7,11,10,15,47,0
2,42473,93,1,21,0,4,25,144,0
0,64590,920,138,168,36,46,30,1338,2
1,71232,653,17,170,34,26,17,917,1
2,34600,199,33,60,8,3,15,318,0
2,46904,153,4,56,0,9,31,253,0
1,49094,376,0,38,11,8,69,502,1
1,36075,46,0,30,12,1,30,119,0
2,60839,600,21,128,223,150,128,1250,2
1,77298,425,115,292,23,35,79,969,1
2,34026,18,6,15,12,8,17,76,0
2,48918,52,0,9,0,0,1,62,0
0,82122,734,22,350,151,25,100,1382,2
1,37697,34,6,21,11,4,8,84,0
2,34074,135,1,41,10,1,67,255,0
2,28520,11,0,10,0,2,20,43,0
1,62535,163,48,90,0,45,52,398,1
1,36273,29,3,30,3,2,9,76,0
2,63404,734,26,70,11,44,17,902,1
1,75774,340,21,134,258,14,56,823,2
1,78416,453,38,279,188,38,183,1179,2
1,75702,1073,0,629,145,37,37,1921,2
2,59385,135,0,10,0,4,36,185,0
2,37070,231,7,137,4,15,39,433,0
2,44689,18,0,5,0,0,11,34,0
1,53977,620,16,165,0,24,82,907,1
2,7144,81,4,33,5,2,291,416,0
2,18701,12,4,2,10,6,10,44,0
0,90369,292,51,981,224,23,17,1588,2
0,63159,965,34,586,89,86,37,1797,2
2,37758,27,2,10,0,0,1,40,0
1,46757,777,30,163,0,51,122,1143,1
0,79734,572,8,232,23,62,17,914,1
0,63207,438,169,565,91,169,70,1502,2
1,72071,531,69,300,150,138,150,1338,2
1,21840,17,0,9,0,0,1,27,0
1,58582,402,35,106,101,77,42,763,1
0,72282,503,27,419,90,139,153,1331,2
2,50387,369,9,87,12,14,34,525,0
2,32583,5,0,3,0,0,1,9,0
1,62568,362,17,398,80,35,61,953,1
2,44635,56,0,9,0,0,3,68,0
2,33316,79,1,31,4,4,12,131,0
1,63967,387,84,141,73,35,162,882,1
0,52513,367,17,241,104,188,232,1149,2
1,25293,15,0,11,0,2,9,37,0
1,54111,267,6,54,8,3,50,388,0
0,78394,298,27,697,216,24,166,1428,2
0,80739,674,92,736,39,0,92,1633,2
1,22669,16,14,36,37,22,48,173,0
1,29236,37,4,24,16,9,9,99,0
1,44911,159,0,22,2,1,31,215,0
1,54693,686,17,142,23,26,35,929,1
1,48186,97,3,66,12,7,34,219,0
2,54809,63,6,57,13,13,22,174,0
2,41580,56,5,24,4,0,3,92,0
0,80336,209,19,456,160,142,66,1052,2
1,47743,198,2,43,0,12,20,275,0
1,62972,313,15,47,20,0,192,587,1
1,57333,941,14,397,76,58,176,1662,2
1,32313,86,4,56,2,4,7,159,0
0,84953,167,48,602,63,72,72,1024,2
1,27071,8,3,19,0,2,3,35,0
0,68148,389,66,408,37,57,85,1042,2
2,65735,239,7,119,4,15,11,395,0
0,86836,179,21,273,0,21,63,557,1
2,4023,5,0,1,1,1,1,9,0
0,30093,2,6,28,13,4,16,69,0
1,57705,383,0,53,6,4,40,486,1
1,25008,2,8,8,6,1,9,34,0
0,83257,536,27,590,38,107,67,1365,2
1,22280,2,1,4,3,1,2,13,0
0,72159,322,53,899,34,40,53,1401,2
0,64260,539,169,816,20,0,30,1574,2
0,82733,712,50,420,65,38,38,1323,2
1,74290,1121,0,72,0,12,12,1217,1
3,58217,68,1,13,3,5,13,103,0
0,21024,36,4,18,6,2,18,84,0
0,70116,707,44,603,95,58,29,1536,2
1,54006,174,77,203,6,24,97,581,1
1,69063,666,35,124,69,8,26,928,1
0,11448,0,0,0,6,2,6,14,0
1,61825,162,50,100,55,30,27,424,1
1,70886,407,70,239,103,88,53,960,2
0,69109,823,25,459,124,29,95,1555,2
2,60208,488,23,71,15,0,59,656,1
2,32889,28,0,13,4,2,8,55,0
1,34738,3,2,10,3,0,2,20,0
1,30538,284,0,52,8,3,20,367,0
0,82326,938,142,754,159,81,183,2257,2
1,26642,13,2,15,2,2,8,42,0
1,69932,412,172,153,150,105,57,1049,2
2,44503,31,1,8,0,0,8,48,0
1,60200,502,19,132,0,6,26,685,1
1,49638,18,10,3,3,5,0,39,0
0,23830,1,8,6,4,8,16,43,0
0,33051,100,71,243,108,94,219,835,2
0,72905,407,114,445,181,165,203,1515,2
1,69702,664,9,240,50,19,57,1039,1
1,70300,1045,61,338,60,46,46,1596,2
0,70643,1218,107,304,23,143,33,1828,2
1,30396,15,0,6,0,1,12,34,0
1,50616,128,0,16,0,1,4,149,0
1,62772,581,49,157,43,8,108,946,1
0,30298,6,3,12,6,1,0,28,0
1,52413,185,8,133,56,56,12,450,0
2,44155,22,1,9,0,0,14,46,0
0,86979,584,100,835,65,83,35,1702,2
2,76532,355,30,177,90,138,30,820,1
1,42081,175,10,110,54,6,27,382,0
0,67546,864,134,768,150,38,172,2126,2
0,88420,957,153,612,99,95,153,2069,2
1,31158,25,6,16,20,0,5,72,0
1,61671,641,7,56,0,0,28,732,1
0,69719,273,86,208,177,14,43,801,2
1,49160,122,21,43,25,10,15,236,0
1,24882,1,4,10,29,0,36,80,0
0,90933,1020,31,430,62,63,79,1685,2
0,113734,6,2,3,1,262,3,277,1
1,59292,378,14,68,19,14,14,507,1
2,45759,42,1,18,3,0,4,68,0
0,22148,15,5,14,0,4,11,49,0
0,73395,272,7,80,20,7,11,397,1
1,29819,9,1,24,2,1,2,39,0
1,45688,279,0,18,0,0,9,306,0
0,62820,398,61,265,138,61,53,976,2
1,60491,637,47,237,12,19,76,1028,1
1,33235,45,0,16,2,1,6,70,0
0,35701,21,1,9,7,3,5,46,0
1,31535,15,4,13,0,0,19,51,0
0,92556,493,183,352,184,23,28,1263,2
1,67384,957,40,175,158,53,107,1490,2
0,80573,829,138,430,60,92,15,1564,2
1,77870,1017,50,500,65,50,133,1815,2
1,52278,953,0,71,0,0,174,1198,1
1,57107,159,0,120,0,0,137,416,1
0,18929,32,0,8,23,4,18,85,0
1,36038,23,0,15,0,2,7,47,0
0,20180,18,42,24,15,20,18,137,0
2,34230,15,0,4,0,0,2,21,0
1,31878,23,4,5,10,5,23,70,0
1,70932,200,193,100,46,185,185,909,2
0,91249,1324,27,119,71,108,27,1676,2
0,77598,1193,33,281,129,66,33,1735,2
2,80982,505,137,401,104,22,22,1191,2
1,22701,2,4,9,0,4,5,24,0
1,55212,1103,0,45,0,0,34,1182,1
0,70617,353,61,753,40,46,27,1280,2
0,64849,652,48,350,94,84,108,1336,2
2,62694,379,6,157,25,91,91,749,1
2,61917,46,4,36,2,2,1,91,0
1,67472,162,31,127,8,17,69,414,1
1,21059,8,3,19,3,3,8,44,0
2,29543,17,3,18,3,4,18,63,0
1,75903,340,108,185,130,38,100,901,2
2,34984,8,4,15,3,5,3,38,0
1,54998,154,22,202,39,30,8,455,0
1,54356,710,15,30,20,0,0,775,1
1,34242,8,2,4,0,0,1,15,0
1,25410,2,2,4,13,13,4,38,0
0,73356,1050,14,322,0,14,112,1512,1
1,28320,19,1,14,3,2,4,43,0
1,23763,22,0,6,6,2,6,42,0
0,72570,274,83,216,151,141,224,1089,2
1,34529,68,6,38,3,6,41,162,0
0,70792,344,45,654,104,11,114,1272,2
0,63211,145,193,459,205,26,145,1173,2
1,83891,217,38,350,111,85,15,816,1
2,36065,18,7,34,10,2,3,74,0
1,39898,69,8,26,12,7,12,134,0
0,51141,144,0,7,0,0,6,157,0
1,56939,256,34,103,90,29,49,561,1
0,80872,483,72,567,94,12,108,1336,2
0,72335,1285,105,653,28,21,0,2092,2
0,61798,338,4,89,11,8,13,463,1
0,76842,605,10,345,84,54,32,1130,2
1,29478,8,0,7,3,1,1,20,0
1,46998,172,41,86,45,6,27,377,0
0,96843,448,71,951,40,17,17,1544,2
2,56551,67,4,32,17,2,16,138,0
1,70053,512,53,98,81,179,89,1012,2
0,71670,1462,16,128,0,0,160,1766,1
2,44359,20,0,14,7,3,1,45,0
2,40887,50,4,44,10,10,43,161,0
1,48877,102,1,15,2,0,24,144,0
0,74485,499,149,815,173,49,49,1734,2
1,64474,381,35,172,56,86,93,823,1
1,77226,631,43,239,128,76,21,1138,2
0,72643,526,80,553,123,94,53,1429,2
0,85738,913,26,376,17,26,13,1371,1
1,55686,673,0,199,37,47,26,982,1
1,39062,23,0,9,0,0,12,44,0
2,34600,199,33,60,8,3,15,318,0
1,40794,261,23,73,4,23,50,434,0
2,54690,111,16,37,7,9,18,198,0
1,4428,16,4,12,2,4,321,359,0
0,32632,63,151,137,153,19,53,576,2
2,38236,58,0,18,2,0,10,88,0
1,36781,29,1,17,0,3,13,63,0
1,31385,3,2,12,0,1,9,27,0
1,24570,28,34,62,11,14,44,193,0
1,25509,40,3,30,10,7,11,101,0
0,94642,879,143,797,106,143,143,2211,2
1,58646,62,1,44,6,5,22,140,0
2,53201,280,7,81,20,0,27,415,0
1,21994,9,0,6,3,1,3,22,0
